name,address,latitude,longitude,details,phone,time,offdate,parking,babycar,pet
탠디 신세계파주,경기도 파주시 탄현면 필승로 200,37.76940615,126.6965244,-,031-8071-7575,10:30-21:00,명절,가능,,
골프존마켓 잠실,서울시 송파구 삼전로 71 (잠실동),37.50533555,127.0885155,-,02-416-1340,10:30-20:00,,가능,,
네파 현대김포,경기도 김포시 고촌읍 아라육로152번길 100 2층,37.59728888,126.7852461,-,031-8048-2808,10:30-21:00,,가능,,
올리브영 홈플러스울산남구,울산광역시 남구 수암로 148 홈플러스(울산남구점),35.52647229,129.3227446,-,052-227-4919,10:00-22:30,"2주 수요일, 4주 일요일",가능,,
로가디스행복한백화점점,서울 양천구 목동동로309,37.52919564,126.8760231,-,02-6678-3312,11:00-20:30,월1회 월요일,가능,,
르까프행복한백화점점,서울 양천구 목동동로309,37.52919564,126.8760231,-,02-6678-3318,11:00-20:30,월1회 월요일,가능,,
예원 스타필드 코엑스몰점,서울특별시 강남구 영동대로 513,37.5119176,127.059218,-,02-6002-0006,10:30-22:00,,가능,,
올리브영 상록수역,"경기도 안산시 상록구 본오동 873-4, 현대프라자",37.301433,126.8655221,-,031-502-1787,09:00-22:30,명절,가능,,
올리브영 안산선부,"경기도 안산시 단원구 달미로 10 (선부동 1081번지, 106,107호)",37.33712236,126.8123842,-,031-482-1985,10:00-22:30,월2회 일요일,가능,,
정관장 압구정,서울특별시 강남구 압구정로 306 (신사동) 103호,37.52890685,127.0347697,-,02-544-2303,10:00-21:00,명절,가능,,
올리브영 타워팰리스,서울특별시 강남구 언주로30길 39,37.48879795,127.0532303,-,02-2057-5290,09:30-22:30,,불가능,,
에뛰드하우스 명동7호,"서울특별시 중구 명동8가길 7 (충무로2가,1층)",37.56181325,126.9854205,-,02-779-6500,12:00-20:00,,불가능,,
올리브영 구일역,서울특별시 구로구 구일로10길 49,37.49579672,126.8744603,-,02-830-0157,10:00-22:30,명절,불가능,,
세라제화 코엑스,서울특별시 강남구 테헤란로87길 22,37.50968453,127.0594569,-,02-551-1661,10:30-22:00,,가능,,
만다리나덕 롯데동부산,부산시 기장군 기장해안로 147,35.19225217,129.212808,-,051-901-2362,10:30-20:30,명절,가능,,
시코르 스퀘어원,인천광역시 연수구 청능대로 210,37.40605098,126.6836357,-,032-456-4301,10:30-22:00,,가능,,
제일모직아울렛 제주칠성,제주특별자치도 제주시 중앙로7길 14 (일도일동),33.51476762,126.5262115,-,064-757-6896,09:30-21:30,명절,가능,,
유니클로 대구대천,대구광역시 달서구 진천로 113,35.81845502,128.5215484,-,053-643-7982,11:30-20:30,,가능,,
폴스미스 롯데백화점 에비뉴엘 월드타워점,서울 송파구 올림픽로 300¸ 3층,37.51416537,127.104075,-,02-3213-2335,10:30-20:00,,가능,,
아트박스 안산,경기도 안산시 단원구 중앙대로 915,37.31723346,126.8382852,-,031-410-5789,11:00-21:00,월2회 일요일,가능,,
비너스 현대가든파이브,"서울특별시 송파구 충민로 66, 2층",37.4776672,127.1249769,-,02-2673-2259,10:30-20:30,"명절, 정기휴점일",가능,,
정관장 서울대,서울특별시 관악구 남부순환로 1798,37.48134419,126.9499371,-,02-882-2304,09:00-21:00,명절,불가능,,
웍스아웃 압구정,서울특별시 강남구 선릉로157길 20-4 (신사동),37.52650442,127.0385028,-,02-541-0840,12:00-21:00,명절,가능,,
만다리나덕 신세계부산,부산광역시 기장군 장안읍 정관로 1133 부산프리미엄아울렛,35.32385172,129.2349941,-,051-940-1220,10:30-21:00,명절,가능,,
원더브라 현대송도,인천시 연수구 송도국제대로 123,37.38280322,126.6579998,-,032-727-2226,10:30-21:00,,가능,,
시슬리 현대김포,경기도 김포시 아라육로152번길 100,37.59728888,126.7852461,-,031-8048-2654,10:30-21:00,,가능,,
핫트랙스 잠실점,서울특별시 송파구 올림픽로 269,37.51451248,127.1006003,-,02-417-9961,10:30-22:00,,가능,,
아이더블유씨 롯데월드타워점,서울특별시 송파구 올림픽로 300,37.51416537,127.104075,-,02-3213-2268,10:30-20:00,,가능,,
로저드뷔 롯데 월드타워점,서울특별시 송파구 올림픽로 300,37.51416537,127.104075,-,02-3214-2244,10:30-20:00,,가능,,
ABC마트 타임스퀘어점,서울특별시 영등포구 영중로 15,37.5178336,126.9053818,-,02-2636-2300,11:00-20:00,,가능,,
캉골 현대김포,"경기도 김포시 고촌읍 아라육로152번길 100, 1층 (현대프리미엄아울렛 이스트동)",37.59728888,126.7852461,-,031-8048-2602,10:30-21:00,,가능,,
구찌 남성 롯데월드타워점,서울특별시 송파구 올림픽로 300,37.51416537,127.104075,-,02-3213-2428,10:30-20:00,,가능,,
코스 롯데월드몰점,서울특별시 송파구 올림픽로 300,37.51416537,127.104075,-,02-3213-4140,10:30-22:00,,가능,,
토니모리 코엑스,"서울특별시 강남구 영동대로 513, L109호",37.5119176,127.059218,-,02-6002-3312,10:30-22:00,,가능,,
아디다스오리지널 스타필드 코엑스점,서울특별시 강남구 영동대로 513,37.5119176,127.059218,-,02-6002-6009,10:30-22:00,,가능,,
올리브영 제일제당센터,서울특별시 중구 동호로 330 (쌍림동) 씨제이제일제당센터,37.56399943,127.0033077,-,02-6740-7940,08:00-21:00,,가능,,
미소페 현대김포,경기도 김포시 아라육로152번길 100,37.59728888,126.7852461,-,031-8048-2313,10:30-21:00,명절,가능,,
아디다스 롯데안산,경기도 안산시 단원구 고잔1길 12,37.31805552,126.8345133,-,031-412-7940,10:30-20:00,,가능,,
그린조이 구로,서울특별시 구로구 구로동로 121-4(구로동),37.48970037,126.8840985,-,02-858-0596,10:00-21:00,명절,불가능,,
MUJI 롯데광주,"광주광역시 동구 독립로 268, 5층(대인동, 롯데백화점)",35.15459613,126.9121968,-,062-221-1520,10:30-20:00,명절,가능,,
세정 인디안 롯데부여,충청남도 부여군 규암면 백제문로 387 롯데프리미엄아울렛,36.30725931,126.9019791,-,041-435-2606,10:30-20:30,명절,가능,,
에메필 대구1호,대구시 중구 동성로5길 53 (삼덕동1가) 1층,35.86767306,128.5975487,-,053-257-5055,11:00-22:30,,불가능,,
EW 스파오 제주칠성,제주특별자치도 제주시 중앙로 53,33.51357329,126.5249449,-,064-901-1088,11:00-22:00,,불가능,,
올리브영 신촌연세,서울특별시 서대문구 연세로 37 (창천동),37.55892383,126.9366945,-,02-322-1046,10:00-22:00,,불가능,,
갤럭시 현대아울렛 김포점,경기도 김포시 아라육로152번길 100,37.59728888,126.7852461,-,031-8048-2252,10:30-21:00,,가능,,
토리버치 현대 김포점,경기도 김포시 아라육로152번길 100,37.59728888,126.7852461,-,031-8048-2014,10:30-21:00,,가능,,
비이커 현대아울렛 김포점,경기도 김포시 아라육로152번길 100,37.59728888,126.7852461,-,031-8398-2365,10:30-21:00,명절,가능,,
띠어리 현대아울렛 김포점,경기도 김포시 아라육로152번길 100,37.59728888,126.7852461,-,031-8048-2254,10:30-21:00,,가능,,
오프라벨 현대아울렛 김포점,경기도 김포시 고촌읍 아라육로 152번길 100 124호,37.59728888,126.7852461,-,031-8948-2124,10:30-21:00,,가능,,
쌤소나이트 현대아울렛 김포점,경기도 김포시 아라육로152번길 100,37.59728888,126.7852461,-,031-8048-2156,10:30-21:00,,가능,,
온앤온,경기 김포시 고촌읍 아라육로152번길100,37.59728888,126.7852461,-,031-8048-2610,10:30-21:00,,가능,,
한섬더캐시미어,경기 김포시 아라육로152번길100,37.59728888,126.7852461,-,031-8048-2363,10:30-21:00,명절,가능,,
엄브로,경기 김포시 아라육로152번길100,37.59728888,126.7852461,-,031-8048-2357,10:30-21:00,명절,가능,,
캠브리지 맴버스,경기 김포시 아라육로152번길100,37.59728888,126.7852461,-,031-8048-2304,10:30-21:00,,가능,,
크리스 팬텀 현대가산,"서울특별시 금천구 디지털로10길 9, 5층",37.4776713,126.8890706,-,02-2136-9969,11:00-21:00,명절,가능,,
내셔널지오그래픽 스타필드코엑스,"서울특별시 강남구 봉은사로 524, C114호 (삼성동)",37.51299521,127.0571487,-,02-6002-3140,10:30-22:00,,가능,,
파피루스플러스 스타필드 킨텍스점,서울특별시 강남구 영동대로 513,37.5119176,127.059218,-,041-640-5334,10:30-22:00,,가능,,
오일릴리 롯데아울렛 파주점,경기도 파주시 회동길 390,37.71787321,126.6937761,-,031-960-2414,10:30-21:00,명절,가능,,
킨록앤더슨 가든파이브 송파점,서울특별시 송파구 충민로 66,37.4776672,127.1249769,-,02-2673-2462,10:30-20:30,"명절, 정기휴점일",가능,,
킨록앤더슨 현대 김포점,경기도 김포시 아라육로152번길 100,37.59728888,126.7852461,-,031-8048-2325,10:30-21:00,명절,가능,,
오가닉맘 가드낲이브 송파점,서울특별시 송파구 충민로 66,37.4776672,127.1249769,-,02-2673-2422,10:30-20:30,"명절, 정기휴점일",가능,,
빈폴 롯데 강남점,서울특별시 강남구 도곡로 401,37.49678592,127.0534551,-,02-531-2691,10:30-20:00,명절,가능,,
락포트 현대아울렛 김포점,경기도 김포시 아라육로152번길 100,37.59728888,126.7852461,-,031-8048-2316,10:30-21:00,명절,가능,,
LF 마에스트로 롯데잠실,서울특별시 송파구 올림픽로 240 (잠실동),37.51238212,127.0976312,-,02-2143-7610,10:30-20:00,,가능,,
올리브영 건대입구,서울특별시 광진구 동일로22길 115,37.54081722,127.0704773,-,02-468-7878,10:00-23:00,명절,불가능,,
까사미아 압구정,서울특별시 강남구 압구정로 102,37.52241567,127.0197019,-,02-516-9408,11:00-20:00,명절,가능,,
컬럼비아 롯데고양터미널,경기도 고양시 일산동구 중앙로 1036 3층,37.64323084,126.789675,-,031-936-3707,11:00-21:00,명절,가능,,
EW 스파오 원마운트,경기도 고양시 일산서구 한류월드로 300,37.66460828,126.7545415,-,031-961-6597,10:30-22:00,,가능,,
SI 보브 롯데고양터미널,경기도 고양시 일산동구 중앙로 1036,37.64323084,126.789675,-,031-936-3557,11:00-21:00,월1회,가능,,
LF 헤지스 현대김포,"경기도 김포시 고촌읍 아라육로152번길 100, 2층 329호",37.59728888,126.7852461,-,031-8048-2329,10:30-21:00,명절,가능,,
마리앙플러스 건대,"서울특별시 광진구 동일로20길 40, 1층(자양동)",37.54090046,127.0657527,-,070-7525-7061,11:00-21:30,명절,불가능,,
제이준성형외과,"서울시 강남구 논현로 530, 1층 (역삼동,행산빌딩지하 1층~지상5층)",37.50387922,127.0358787,-,02-563-0530,09:30~19:00,"명절, 공휴일",가능,,
마인드브릿지 스타필드_하남점,"경기도 하남시 미사대로 750(신정동,스타필드 하남점)",37.54548889,127.2237576,-,031-807-8354,10:00~22:00,,가능,,
파타고니아_대구칠곡직영점,대구 북구 칠곡중앙대로 379 1층,35.92957624,128.5476208,-,053-327-3074,10:30~20:30,명절,가능,,
비이커 신세계 부산팝업,부산광역시 기장군 장안읍 정관로 1133,35.32385172,129.2349941,-,051-940-1156,10:30~21:00,명절,가능,,
홀리카홀리카_동성로중앙점,"대구광역시 중구 동성로 31 ,2층(동성로2가)",35.86959503,128.5954266,-,010-2515-1704,11:00~21:00,,불가능,,
롯데백화점 평촌점,경기도 안양시 동안구 시민대로 180,37.39003813,126.9504369,#NAME?,1577-0001,"월~목 10:30~20:00 / 금,토,일 10:30~20:30",월 1회 정기 휴무,가능,,
몽벨 현대아울렛 김포점,경기도 김포시 아라육로152번길 100,37.59728888,126.7852461,-,031-8048-2829,10:30-21:00,,가능,,
올리브영 홈플러스유성,대전광역시 유성구 한밭대로 502 (홈플러스 1층),36.35844749,127.3541872,-,042-825-3290,10:00~22:30,월2회 일요일,가능,,
속초아디다스A,강원특별자치도 속초시 중앙로 102(청학동),38.20172433,128.5872752,-,033-637-6783,10:00~21:00,,불가능,,
갤럭시 롯데 안산점,경기도 안산시 단원구 고잔1길 12,37.31805552,126.8345133,-,031-412-7851,10:30~20:00,,가능,,
홈플러스 경주,경상북도 경주시 공단로 97 (용강동),35.87272308,129.2241046,-,054-770-8000,10:00~24:00,"2,4주 일요일",가능,,
리본 롯데김해,경상남도 김해시 장유로 469,35.18510146,128.8296221,-,055-900-2297,11:00~21:00,명절,가능,,
SI 갭키즈 스타필드하남,경기도 하남시 미사대로 750,37.54548889,127.2237576,-,031-8072-8480,10:00~22:00,,가능,,
이마트 사천,경상남도 사천시 삼천포대교로 591 (좌룡동),34.95072254,128.0772163,-,055-850-1234,11:00~22:00,월2회 일요일,가능,,
아트박스 전주,전북특별자치도 전주시 완산구 전주객사5길 22-5,35.81957199,127.1459674,-,063-232-4100,11:00~22:30,,불가능,,
이마트 창원,경상남도 창원시 성산구 원이대로 608 (중앙동),35.22663018,128.6802062,-,055-211-1234,10:00~23:00,"2,4주 일요일",가능,,
올포유(목포),전남 목포시 수문로 25,34.79213932,126.3832136,-,061-244-1411,09:00~21:00,,불가능,,
카카오프렌즈 플래그십 부산,부산시 중구 광복로 62 (광복동2가),35.09907869,129.0316152,-,051-256-0815,10:30~22:00,,불가능,,
이니스프리(여수),전남 여수시 진남상가길 39-6,34.74110945,127.732799,-,061-663-1277,10:00~21:00,,불가능,,
풋마트(여수),전남 여수시 진남상가길 46-2(충무동),34.74118443,127.7318546,-,070-7162-2801,10:00~21:00,,불가능,,
카이스트안경,서울특별시 중구 명동2길 49,37.56126328,126.9833346,-,02-757-0057,09:00-22:00,,불가능,,
이마트 둔산,대전광역시 서구 둔산북로 41 (둔산동),36.35610654,127.3791378,-,042-479-1051,10:00~23:00,"2,4주 일요일",가능,,
쎄컨스킨 롯데파주,경기도 파주시 회동길 390 롯데프리미엄아울렛,37.71787321,126.6937761,-,031-960-2918,10:30~21:00,명절,가능,,
지이크 현대가든파이브,"서울특별시 송파구 충민로 66, 4층",37.4776672,127.1249769,-,02-2673-2464,10:30~20:30,"명절, 정기휴점일",가능,,
애드파골프 사하,부산광역시 사하구 낙동대로 378,35.10275783,128.9769809,-,051-205-9666,09:30~20:30,명절,가능,,
올리브영 사당,서울특별시 동작구 동작대로 29,37.47918944,126.9813621,-,02-588-5390,09:00-23:00,명절,불가능,,
나이키 타임스퀘어,서울특별시 영등포구 영중로 15 (영등포동4가) 타임스퀘어 3층,37.5178336,126.9053818,-,02-2638-2094,11:00~20:00,,가능,,
다이나핏 강남,서울특별시 강남구 강남대로 416,37.49985176,127.027174,-,02-563-3152,10:30~22:00,,가능,,
무냐무냐 현대가든파이브,"서울특별시 송파구 충민로 66, 4층",37.4776672,127.1249769,-,02-2673-2426,10:30~20:30,"명절, 정기휴점일",가능,,
네파 이시아폴리스,"대구광역시 동구 팔공로49길 16(봉무동 ,롯데이시아폴리스점)",35.92158992,128.6373909,-,053-945-2693,11:00~21:00,명절,가능,,
KK롯데센텀(금강_금강제화),"부산광역시 해운대구 센텀남대로 59, 3층",35.16989205,129.1310963,-,051-730-3224,11:00~20:00,"정기휴무일,명절,신정",가능,,
이마트 동구미,경상북도 구미시 이계북로 23 (임수동),36.10637299,128.4042007,-,054-480-1234,10:00~23:00,월2회 수요일,가능,,
(주)신세계 동대구복합환승센터,대구광역시 동구 동부로 149,35.87798359,128.629215,-,053-661-1042,11:00~20:00,"정기휴무일,명절",가능,,
롯데백화점 부산본점,부산광역시 부산진구 가야대로 772,35.15733373,129.0559892,#NAME?,1577-0001,"월~목 10:30~20:00 / 금,토,일 10:30~20:30",월 1회 정기 휴무,가능,,
이마트 계양,인천광역시 계양구 봉오대로 785,37.53109017,126.7369107,-,032-717-1234,10:00~24:00,월2회,가능,,
구찌 롯데 부산점,부산광역시 부산진구 가야대로 772,35.15733373,129.0559892,-,051-810-3151,10:30~20:00,월1회 월요일,가능,,
제니스병원,울산광역시 남구 번영로 160 11층,35.53952369,129.3276327,-,052-274-2009,09:30~19:00,명절,가능,,
구찌 롯데 광주점,광주광역시 동구 독립로 268,35.15459613,126.9121968,-,062-221-1121,10:30~20:00,정기휴무일,가능,,
아트박스 진주,경상남도 진주시 진양호로531번길 14-1,35.19415643,128.0834954,-,055-746-4100,10:30~22:00,,불가능,,
반클리프아펠 신세계 센텀시티점,부산광역시 해운대구 센텀남대로 35 1층,35.16885602,129.129552,-,02-909-2614,11:00~20:00,정기휴무일,가능,,
러쉬코리아 명동역점,서울특별시 중구 명동8가길 5,37.56179659,126.9852816,-,02-753-6003,12:00~21:00,,불가능,,
노스페이스 롯데청주,충북 청주시 흥덕구 2순환로 1004 3층,36.64522139,127.4216622,-,010-4120-6012,11:00~21:00,"명절, 부정기적 매월 월요일 하루",가능,,
이마트 서산,충청남도 서산시 서해로 3685 (잠홍동),36.78841056,126.4787878,-,041-670-1235,10:00~23:00,명절,가능,,
Valleygil,대전 동구 동서대로 1689,36.350361,127.4367106,-,042-615-1371,11:00~22:00,"2,4주 일요일",가능,,
메릭 S,대구광역시 중구 서성로 14 길 112 (향촌동),35.87309738,128.5937266,-,053-254-2524,10:00~19:00,명절,불가능,,
루이까또즈 롯데김해,경상남도 김해시 장유로 469,35.18510146,128.8296221,-,070-7094-3047,11:00~21:00,명절,가능,,
쌤소나이트 신세계 파주점,경기도 파주시 필승로 200 818호,37.76940615,126.6965244,-,031-8071-7244,10:30~21:00,명절,가능,,
사만사타바사 롯데 평촌점,경기도 안양시 동안구 시민대로 180,37.39003813,126.9504369,-,010-9477-3293,10:30~19:30,,가능,,
올리브영 부산괴정역,부산광역시 사하구 사하로 200,35.09961405,128.9937323,-,051-206-5290,10:00~22:30,,불가능,,
이마트트레이더스 비산,대구광역시 서구 팔달로 54 (비산동),35.88994755,128.5559878,-,053-714-1234,10:00~23:00,"2,4주 일요일",가능,,
JEEP 롯데파주,경기도 파주시 회동길 390 (문발동) 롯데프리미엄아울렛,37.71787321,126.6937761,-,031-960-2923,10:30~21:00,명절,가능,,
LF 마에스트로 롯데부산,부산광역시 부산진구 가야대로 772,35.15733373,129.0559892,-,051-810-4424,10:30~20:00,명절,가능,,
동아상회 르네시떼,부산광역시 사상구 광장로 7 르네시떼 2층 2628호,35.16355659,128.9775987,-,051-319-6628,10:30~21:00,,가능,,
이마트 안동,경상북도 안동시 옥동1길 2 (옥동),36.55887694,128.6987312,-,054-850-1204,10:00~23:00,"2주 수요일, 4주 일요일, 명절",가능,,
만다리나덕 현대송도,"인천광역시 연수구 송도국제대로 123, 481호",37.38280322,126.6579998,-,032-727-2481,10:30~21:00,,가능,,
홈플러스 아시아드,부산광역시 연제구 종합운동장로 7 (거제동),35.19130781,129.062035,-,051-500-8023,10:00~24:00,"2,4주 일요일",가능,,
하이마트 쌍용점,충청남도 천안시 서북구 불당대로 280,36.79956228,127.1268234,-,041-492-4545,10:30~20:30,명절,가능,,
하이마트 동광양점,전라남도 광양시 중마중앙로 36,34.93339008,127.6985276,-,061-795-8180,10:30~20:30,,가능,,
하이마트 여천점,전라남도 여수시 도원로 281,34.76161149,127.6621574,-,061-650-2500,10:10~23:00,"2,4주 일요일",가능,,
네셔널지오그래팍,경남 김해시 장유로469 2층,35.18510146,128.8296221,-,055-900-2797,11:00~21:00,명절,가능,,
타미힐피거 롯데백화점 평촌점,경기 안양시 동안구 시민대로 180 2층,37.39003813,126.9504369,-,010-2189-8553,10:30~19:30,,가능,,
전자랜드 메가마트남천,부산광역시 수영구 황령대로 521(남천동),35.13729532,129.1110211,-,051-621-8896,10:00~22:00,"2,4주 일요일",가능,,
로이드 안양점,경기 안양시 만안구 안양로 304번길 25,37.40009201,126.9223975,-,010-5518-5788,11:00~22:00,,불가능,,
ER NC백화점 청주,충청북도 청주시 흥덕구 2순환로 1233,36.6262654,127.4311508,-,043-716-6000,10:30~21:00,명절,가능,,
코치,경남 김해시 장유로469,35.18510146,128.8296221,-,055-900-2289,11:00~21:00,명절,가능,,
베네통현대아울렛대구,대구 동구 대구동구동대구로454,35.87077325,128.626571,-,053-430-2208,10:30~21:00,명절,가능,,
이니스프리 광주 월곡점,광주 광산구 사암로256,35.16722908,126.8090889,-,051-583-2020,10:00~21:30,명절,불가능,,
후아유코엑스점,서울 강남구 영동대로513,37.5119176,127.059218,-,032-310-9411,10:30~22:00,,가능,,
토니모리,충남 보령시 해안로25,36.34405801,126.5886618,-,041-934-9387,10:00~22:00,"명절, 월2회 수요일",가능,,
사만사타바사 롯데 부산점,부산광역시 부산진구 가야대로 772,35.15733373,129.0559892,-,051-810-3294,10:30~20:00,월1회 월요일,가능,,
배럴 롯데동부산,부산광역시 기장군 기장해안로 147 롯데몰 2층,35.19225217,129.212808,-,051-901-2593,10:30~20:30,명절,가능,,
대현 듀엘 롯데김해,경상남도 김해시 장유로 469 (신문동) 롯데아울렛 김해,35.18510146,128.8296221,-,010-7659-2226,11:00~21:00,명절,가능,,
세컨드 런,경기 여주시 명품로360,37.2416506,127.61232,-,031-808-2579,10:30~21:00,명절,가능,,
뱅뱅뉴코아아울렛울산,울산 남구 삼산로217,35.53833222,129.3308714,-,052-228-4707,10:30~20:30,명절,가능,,
프로그램뉴코아아울렛울산,울산 남구 삼산로217,35.53833222,129.3308714,-,052-228-4714,10:30~20:30,명절,가능,,
인디고뱅크뉴코아아울렛울산,울산 남구 삼산로217,35.53833222,129.3308714,-,052-228-3734,10:30~20:30,명절,가능,,
제이빔뉴코아아울렛울산,울산 남구 삼산로217,35.53833222,129.3308714,-,052-228-3727,10:30~20:30,명절,가능,,
엘레강스뉴코아아울렛울산,울산 남구 삼산로217,35.53833222,129.3308714,-,052-228-3710,10:30~20:30,명절,가능,,
갤빈클라인 진,인천 연수구 국제대로123,37.38280322,126.6579998,-,032-727-2402,10:30~21:00,,가능,,
아디다스 광복점,부산광역시 중구 광복로 69-1,35.09900094,129.0327567,-,051-257-8510,11:00~22:00,,불가능,,
마에스트로 ak 분당,경기 성남시 분당구 황새울로360번길 42 4층,37.38479462,127.1237157,-,031-704-6074,10:30~20:00,"명절, 정기휴점일",가능,,
텐디남악점,전남 무안군 삼향읍 남악로162번길80,34.80214508,126.4641006,-,061-801-2180,11:00~21:00,,가능,,
KL,전남 무안군 삼향읍 남악로162번길80,34.80214508,126.4641006,-,061-801-2137,11:00~21:00,,가능,,
리스트,전남 무안군 삼향읍 남악로162번길80,34.80214508,126.4641006,-,061-801-2132,11:00~21:00,,가능,,
롯데하이마트 창원중앙역,경상남도 창원시 성산구 중앙대로 123,35.22554697,128.6802507,-,055-287-6100,10:00~21:00,"2,4주 일요일",가능,,
NBA,전남 무안군 삼향읍 남악로162번길80,34.80214508,126.4641006,-,061-801-2249,11:00~21:00,,가능,,
갤럭시 롯데 잠실점,서울특별시 송파구 올림픽로 240 5층,37.51238212,127.0976312,-,02-412-5526,10:30~20:00,,가능,,
롯데백화점 동래점,부산광역시 동래구 중앙대로 1393,35.21174748,129.0775081,-,051-605-2500,10:30~20:00,"명절, 월1회 월요일",가능,,
메가마트 기장점,부산광역시 기장군 기장대로 673,35.25472867,129.221886,-,051-290-6000,09:00~23:00,"2,4주 일요일",가능,,
갤럭시 신세계아울렛 부산점,부산광역시 기장군 장안읍 정관로 1133,35.32385172,129.2349941,-,051-940-1257,10:30~21:00,명절,가능,,
홈플러스 송도,인천광역시 연수구 송도국제대로 165,37.38027849,126.6563861,-,032-220-8000,10:00~24:00,월2회 일요일,가능,,
르베이지 롯데아울렛 파주점,경기도 파주시 회동길 390,37.71787321,126.6937761,-,031-960-2652,10:30~21:00,명절,가능,,
유니클로 대전스타일마켓,대전광역시 동구 동서대로 1689,36.350361,127.4367106,-,041-615-1401,11:00~22:00,"2,4주 일요일",가능,,
와우성형외과,서울 강남구 테헤란로101 9층,37.49866302,127.0280573,-,02-541-1990,10:00~19:00,명절,가능,,
좋은사람들,서울 금천구 가산동60-19,37.47954323,126.8846459,-,02-2623-2136,11:00~20:30,명절,가능,,
이마트 목포,전라남도 목포시 옥암로 138 (옥암동),34.81166559,126.4252205,-,061-260-1053,10:00~23:00,월2회,가능,,
유니클로 롯데대전,대전광역시 서구 계룡로 598 2층,36.34072237,127.389579,-,042-601-3016,10:30~20:00,"명절, 정기휴무일",가능,,
이마트트레이더스 천안아산,충청남도 아산시 배방읍 고속철대로 133,36.79654281,127.1057171,-,041-423-0123,10:00~23:00,,가능,,
몽블랑 현대 대구점,대구광역시 중구 달구벌대로 2077,35.86667027,128.5906549,-,053-245-2220,10:30~20:00,명절,가능,,
몽블랑 현대 중동점,경기도 부천시 원미구 길주로 180,37.5043715,126.7620981,-,032-623-2187,10:30~20:00,정기휴무일,가능,,
한국기념품백화점 제주,제주특별자치도 제주시 원노형로 13,33.48749776,126.4847657,-,064-742-0087,09:00~18:00,명절,가능,,
더소뇨 강남,"서울특별시 강남구 언주로172길 36, 1층 101호",37.5271682,127.0366974,-,0507-1308-6510,12:00-21:00,명절,가능,,
이마트 통영,경상남도 통영시 광도면 죽림4로 9,34.88717183,128.4180271,-,055-650-1234,10:00~23:00,월2회 일요일,가능,,
닥터마틴 롯데백화점평촌점,경기 안양시 동안구 시민대로 180 5층,37.39003813,126.9504369,-,031-808-9529,10:30~19:30,,가능,,
언더아머 롯데백화점평촌점,경기 안양시 동안구 시민대로 180 5층,37.39003813,126.9504369,-,031-808-9510,10:30~19:30,,가능,,
정관장 청라센트럴,"인천광역시 서구 중봉대로 588,115호",37.53209963,126.6502686,-,032-578-2304,10:00~21:30,,가능,,
콜핑행복한백화점점,서울 양천구 목동동로309,37.52919564,126.8760231,-,02-6678-3307,11:00~20:30,월1회 월요일,가능,,
CHARLES & KEITH,경기 하남시 미사대로 750,37.54548889,127.2237576,-,031-807-8265,10:00~22:00,,가능,,
포멜카멜레,경기 하남시 미사대로750,37.54548889,127.2237576,-,031-807-8770,10:00~22:00,,가능,,
롯데백화점 잠실,서울특별시 송파구 올림픽로 240,37.51238212,127.0976312,-,02-2143-1971,10:30-20:00,,가능,,
몽블랑 롯데 센텀시티점,부산광역시 해운대구 센텀남대로 59 2층,35.16989205,129.1310963,-,051-730-3242,11:00~20:00,"정기휴무일,명절,신정",가능,,
스톤헨지 현대 중동점,경기도 부천시 원미구 길주로 180,37.5043715,126.7620981,-,033-623-1183,10:30~20:00,정기휴무일,가능,,
나이키 롯데파주,경기도 파주시 회동길 390 (문발동) 롯데프리미엄아울렛,37.71787321,126.6937761,-,031-960-2900,10:30~21:00,명절,가능,,
캠브리지건대스타시티,서울 광진구 능동로 92,37.53905355,127.07123,-,02-2218-3614,10:30~20:00,월1회 월요일,가능,,
랄프로렌,서울 광진구 능동로92,37.53905355,127.07123,-,02-2218-3431,10:30~20:00,월1회 월요일,가능,,
에스제이에스제이에스제이건대스타시티,서울 광진구 능동로92,37.53905355,127.07123,-,02-2218-3332,10:30~20:00,월1회 월요일,가능,,
핫트랙스 대구점,대구광역시 중구 국채보상로 586,35.87063657,128.5948405,-,053-425-9961,09:30~22:00,명절,가능,,
데상트골프 롯데김해,"경상남도 김해시 장유로 469, 2층",35.18510146,128.8296221,-,055-900-2339,11:00~21:00,명절,가능,,
핫트랙스 창원점,경상남도 창원시 성산구 중앙대로 104,35.22350832,128.6808174,-,055-264-9961,11:00~21:30,명절,불가능,,
핫트랙스 천안점,충청남도 천안시 동남구 만남로 43,36.81950218,127.1569535,-,041-558-9961,10:00~20:00,"2,4주 일요일",가능,,
이마트 진주,경상남도 진주시 진양호로 477 (인사동),35.19163716,128.0774349,-,055-749-1234,10:00~23:00,월2회 일요일,가능,,
플랙진 현대김포,경기도 김포시 아라육로152번길 100 (3층),37.59728888,126.7852461,-,031-8048-2609,10:30~21:00,,가능,,
삼성 디지털플라자 작전점,인천광역시 계양구 계양대로 58,37.52914848,126.7230843,-,032-547-0700,10:30~20:30,명절,가능,,
현대백화점 부산,부산광역시 동구 범일로 125 (범일동) 현대백화점부산점,35.14134112,129.0586006,-,,10:30~20:00,월1회 월요일,가능,,
클럽모나코 월드타워점,서울 송파구 올림픽로 300¸ 5층,37.51416537,127.104075,-,02-3212-2552,10:30-20:00,,가능,,
